strategy,nframes,ablation,index,instance_id,video_path,question,gold,model_output,extracted,correct,frame_indices,f2c_scales,error,pred_file
random,8,none,84,21,videos/09_06_0.mp4,Is the disk at the camera's right pushed harder?,yes,Yes.,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,85,21,videos/09_06_1.mp4,Is the disk at the camera's right pushed harder?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,86,21,videos/09_06_0.mp4,Is the disk at the camera's left pushed harder?,no,Yes.,yes,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,87,21,videos/09_06_1.mp4,Is the disk at the camera's left pushed harder?,yes,Yes.,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,88,22,videos/09_07_0.mp4,Is the magnitude of the pendulum arc smaller the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,89,22,videos/09_07_1.mp4,Is the magnitude of the pendulum arc smaller the first time compared to the second time?,no,"Based on the video, the magnitude of the pendulum arc is larger the first time it is swung compared to the second time. Therefore, the answer is No.

No",no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,90,22,videos/09_07_0.mp4,Is the magnitude of the pendulum arc larger the first time compared to the second time?,no,No.,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,91,22,videos/09_07_1.mp4,Is the magnitude of the pendulum arc larger the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,92,23,videos/09_08_0.mp4,Is the drawer pulled out farther the first time compared to the second time?,yes,"Based on the provided images, the drawer is only pulled out once and then pushed back in. Since there is no second time the drawer is pulled out, it cannot be pulled out farther the first time compared to a second time.

No.",no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,93,23,videos/09_08_1.mp4,Is the drawer pulled out farther the first time compared to the second time?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,94,23,videos/09_08_0.mp4,Is the drawer pulled out less the first time compared to the second time?,no,"Based on the sequence of images, the drawer is initially pulled out quite far (as seen in the first image). It is then pushed in and subsequently pulled out again, but to a lesser extent (as seen in the final image). Therefore, the drawer is pulled out more the first time, not less.

No",no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,95,23,videos/09_08_1.mp4,Is the drawer pulled out less the first time compared to the second time?,yes,No.,no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,96,24,videos/09_09_0.mp4,Is the magnitude of the person's arm swing smaller the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,97,24,videos/09_09_1.mp4,Is the magnitude of the person's arm swing smaller the first time compared to the second time?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,98,24,videos/09_09_0.mp4,Is the magnitude of the person's arm swing larger the first time compared to the second time?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,99,24,videos/09_09_1.mp4,Is the magnitude of the person's arm swing larger the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,100,25,videos/09_10_0.mp4,Is the magnitude of the ball's first bounce smaller the first time compared to the second time?,yes,No,no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,101,25,videos/09_10_1.mp4,Is the magnitude of the ball's first bounce smaller the first time compared to the second time?,no,Yes,yes,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,102,25,videos/09_10_0.mp4,Is the magnitude of the ball's first bounce larger the first time compared to the second time?,no,Yes,yes,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,103,25,videos/09_10_1.mp4,Is the magnitude of the ball's first bounce larger the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,104,26,videos/09_11_0.mp4,Does the ball travel farther the second time compared to the first time?,yes,"Based on the provided images, there is only one instance of the ball being rolled. Therefore, it is not possible for the ball to travel farther a second time.

No.",no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,105,26,videos/09_11_1.mp4,Does the ball travel farther the second time compared to the first time?,no,Yes,yes,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,106,26,videos/09_11_0.mp4,Does the ball travel farther the first time compared to the second time?,no,"Based on the sequence of images, the ball travels much farther during the second roll (shown in the later images) than it does during the first roll.

**No**",,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,107,26,videos/09_11_1.mp4,Does the ball travel farther the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,108,27,videos/09_11_0.mp4,Is the first push weaker than the second one?,yes,No,no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,109,27,videos/09_11_1.mp4,Is the first push weaker than the second one?,no,"Based on the images provided, the first push sends the ball a significant distance across the room (as seen in the later frames of the first sequence). Therefore, the first push does not appear to be weaker.

No",no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,110,27,videos/09_11_0.mp4,Is the first push stronger than the second one?,no,No.,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,111,27,videos/09_11_1.mp4,Is the first push stronger than the second one?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,112,28,videos/09_11_0.mp4,Is the magnitude of the ball's velocity smaller the first time compared to the second time?,yes,"Based on the images provided, the ball is rolling across a carpeted floor. As it rolls, friction will cause it to slow down over time. Therefore, the magnitude of the ball's velocity would be larger earlier in its path (the first time) compared to later in its path (the second time).

No",no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,113,28,videos/09_11_1.mp4,Is the magnitude of the ball's velocity smaller the first time compared to the second time?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,114,28,videos/09_11_0.mp4,Is the magnitude of the ball's velocity larger the first time compared to the second time?,no,Yes,yes,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,115,28,videos/09_11_1.mp4,Is the magnitude of the ball's velocity larger the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,116,29,videos/09_12_0.mp4,Does the ball travel farther the second time compared to the first time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,117,29,videos/09_12_1.mp4,Does the ball travel farther the second time compared to the first time?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,118,29,videos/09_12_0.mp4,Does the ball travel farther the first time compared to the second time?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,119,29,videos/09_12_1.mp4,Does the ball travel farther the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,120,30,videos/09_12_0.mp4,Is the first push weaker than the second one?,yes,No.,no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,121,30,videos/09_12_1.mp4,Is the first push weaker than the second one?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,122,30,videos/09_12_0.mp4,Is the first push stronger than the second one?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,123,30,videos/09_12_1.mp4,Is the first push stronger than the second one?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,124,31,videos/09_13_0.mp4,Does the person squeeze with more force the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,125,31,videos/09_13_1.mp4,Does the person squeeze with more force the first time compared to the second time?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,126,31,videos/09_13_0.mp4,Does the person squeeze with less force the first time compared to the second time?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,127,31,videos/09_13_1.mp4,Does the person squeeze with less force the first time compared to the second time?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,128,32,videos/09_14_0.mp4,Does the cup travel farther the second time compared to the first time?,yes,No.,no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,129,32,videos/09_14_1.mp4,Does the cup travel farther the second time compared to the first time?,no,No.,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,130,32,videos/09_14_0.mp4,Does the cup travel farther the first time compared to the second time?,no,"Based on the images provided, the cup remains stationary on the table throughout the sequence and does not travel at all. Therefore, it does not travel farther the first time compared to the second time.

No",no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,131,32,videos/09_14_1.mp4,Does the cup travel farther the first time compared to the second time?,yes,No,no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,132,33,videos/09_14_0.mp4,Does the pendulum strike the cup with less force the first time compared to the second time?,yes,Yes.,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,133,33,videos/09_14_1.mp4,Does the pendulum strike the cup with less force the first time compared to the second time?,no,Yes.,yes,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,134,33,videos/09_14_0.mp4,Does the pendulum strike the cup with more force the first time compared to the second time?,no,"Based on the principles of physics, a pendulum loses energy over time due to friction and air resistance. Therefore, its first swing will have the highest amplitude and energy, meaning it would strike an object with more force the first time compared to any subsequent swings.

Yes",yes,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,135,33,videos/09_14_1.mp4,Does the pendulum strike the cup with more force the first time compared to the second time?,yes,No.,no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,136,34,videos/14_00_0.mp4,"From the camera's point of view, is the man walking to the right?",yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,137,34,videos/14_00_1.mp4,"From the camera's point of view, is the man walking to the right?",no,No.,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,138,34,videos/14_00_0.mp4,"From the camera's point of view, is the man walking to the left?",no,No.,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,139,34,videos/14_00_1.mp4,"From the camera's point of view, is the man walking to the left?",yes,Yes.,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,140,35,videos/14_01_0.mp4,Is the cup moving towards the sink?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,141,35,videos/14_01_1.mp4,Is the cup moving towards the sink?,no,No.,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,142,35,videos/14_01_0.mp4,Is the cup moving away from the sink?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,143,35,videos/14_01_1.mp4,Is the cup moving away from the sink?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,144,36,videos/14_02_0.mp4,Is the man getting closer to the camera?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,145,36,videos/14_02_1.mp4,Is the man getting closer to the camera?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,146,36,videos/14_02_0.mp4,Is the man moving farther from the camera?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,147,36,videos/14_02_1.mp4,Is the man moving farther from the camera?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,148,37,videos/14_03_0.mp4,"From the camera's point of view, is the man moving to the right?",yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,149,37,videos/14_03_1.mp4,"From the camera's point of view, is the man moving to the right?",no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,150,37,videos/14_03_0.mp4,"From the camera's point of view, is the man moving to the left?",no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,151,37,videos/14_03_1.mp4,"From the camera's point of view, is the man moving to the left?",yes,No,no,0,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,152,38,videos/14_04_0.mp4,"From the camera's point of view, does the pen roll to the right?",yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,153,38,videos/14_04_1.mp4,"From the camera's point of view, does the pen roll to the right?",no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,154,38,videos/14_04_0.mp4,"From the camera's point of view, does the pen roll to the left?",no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,155,38,videos/14_04_1.mp4,"From the camera's point of view, does the pen roll to the left?",yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,156,39,videos/14_04_0.mp4,Does the pen move away from the person?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,157,39,videos/14_04_1.mp4,Does the pen move away from the person?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,158,39,videos/14_04_0.mp4,Does the pen move towards the person?,no,No,no,1,,,,gemini_3_pro_motionblindv2_default_random8.json
random,8,none,159,39,videos/14_04_1.mp4,Does the pen move towards the person?,yes,Yes,yes,1,,,,gemini_3_pro_motionblindv2_default_random8.json
