strategy,nframes,ablation,index,instance_id,video_path,question,gold,model_output,extracted,correct,frame_indices,f2c_scales,error,pred_file
random,32,none,37,9,videos/09_01_1.mp4,Does the puck travel farther in the second push compared to the first?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,38,9,videos/09_01_0.mp4,Does the puck travel farther in the first push compared to the second?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,39,9,videos/09_01_1.mp4,Does the puck travel farther in the first push compared to the second?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,40,10,videos/09_01_0.mp4,Is the first push weaker than the second one?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,41,10,videos/09_01_1.mp4,Is the first push weaker than the second one?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,42,10,videos/09_01_0.mp4,Is the first push stronger than the second one?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,43,10,videos/09_01_1.mp4,Is the first push stronger than the second one?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,44,11,videos/09_02_0.mp4,Does the toy car travel farther in the second push compared to the first?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,45,11,videos/09_02_1.mp4,Does the toy car travel farther in the second push compared to the first?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,46,11,videos/09_02_0.mp4,Does the toy car travel farther in the first push compared to the second?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,47,11,videos/09_02_1.mp4,Does the toy car travel farther in the first push compared to the second?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,48,12,videos/09_02_0.mp4,Is the first push weaker than the second one?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,49,12,videos/09_02_1.mp4,Is the first push weaker than the second one?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,50,12,videos/09_02_0.mp4,Is the first push stronger than the second one?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,51,12,videos/09_02_1.mp4,Is the first push stronger than the second one?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,52,13,videos/09_03_0.mp4,Does the ball travel farther in the second push compared to the first?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,53,13,videos/09_03_1.mp4,Does the ball travel farther in the second push compared to the first?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,54,13,videos/09_03_0.mp4,Does the ball travel farther in the first push compared to the second?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,55,13,videos/09_03_1.mp4,Does the ball travel farther in the first push compared to the second?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,56,14,videos/09_03_0.mp4,Is the first push weaker than the second one?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,57,14,videos/09_03_1.mp4,Is the first push weaker than the second one?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,58,14,videos/09_03_0.mp4,Is the first push stronger than the second one?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,59,14,videos/09_03_1.mp4,Is the first push stronger than the second one?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,60,15,videos/09_04_0.mp4,Does the ball travel farther in the second push compared to the first?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,61,15,videos/09_04_1.mp4,Does the ball travel farther in the second push compared to the first?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,62,15,videos/09_04_0.mp4,Does the ball travel farther in the first push compared to the second?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,63,15,videos/09_04_1.mp4,Does the ball travel farther in the first push compared to the second?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,64,16,videos/09_04_0.mp4,Is the first push weaker than the second one?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,65,16,videos/09_04_1.mp4,Is the first push weaker than the second one?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,66,16,videos/09_04_0.mp4,Is the first push stronger than the second one?,no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,67,16,videos/09_04_1.mp4,Is the first push stronger than the second one?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,68,17,videos/09_04_0.mp4,Does the ball travel faster in the second push compared to the first?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,69,17,videos/09_04_1.mp4,Does the ball travel faster in the second push compared to the first?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,70,17,videos/09_04_0.mp4,Does the ball travel faster in the first push compared to the second?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,71,17,videos/09_04_1.mp4,Does the ball travel faster in the first push compared to the second?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,72,18,videos/09_05_0.mp4,Does the ball that starts closer to the camera roll further?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,73,18,videos/09_05_1.mp4,Does the ball that starts closer to the camera roll further?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,74,18,videos/09_05_0.mp4,Does the ball that starts farther from the camera roll further?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,75,18,videos/09_05_1.mp4,Does the ball that starts farther from the camera roll further?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,76,19,videos/09_05_0.mp4,Is the ball that starts closer to the camera pushed harder?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,77,19,videos/09_05_1.mp4,Is the ball that starts closer to the camera pushed harder?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,78,19,videos/09_05_0.mp4,Is the ball that starts further from the camera pushed harder?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,79,19,videos/09_05_1.mp4,Is the ball that starts further from the camera pushed harder?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,80,20,videos/09_06_0.mp4,"From the camera's point of view, does the right disk move further?",yes,No.,no,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,81,20,videos/09_06_1.mp4,"From the camera's point of view, does the right disk move further?",no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,82,20,videos/09_06_0.mp4,"From the camera's point of view, does the left disk move further?",no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,83,20,videos/09_06_1.mp4,"From the camera's point of view, does the left disk move further?",yes,No.,no,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,84,21,videos/09_06_0.mp4,Is the disk at the camera's right pushed harder?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,85,21,videos/09_06_1.mp4,Is the disk at the camera's right pushed harder?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,86,21,videos/09_06_0.mp4,Is the disk at the camera's left pushed harder?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,87,21,videos/09_06_1.mp4,Is the disk at the camera's left pushed harder?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,88,22,videos/09_07_0.mp4,Is the magnitude of the pendulum arc smaller the first time compared to the second time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,89,22,videos/09_07_1.mp4,Is the magnitude of the pendulum arc smaller the first time compared to the second time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,90,22,videos/09_07_0.mp4,Is the magnitude of the pendulum arc larger the first time compared to the second time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,91,22,videos/09_07_1.mp4,Is the magnitude of the pendulum arc larger the first time compared to the second time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,92,23,videos/09_08_0.mp4,Is the drawer pulled out farther the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,93,23,videos/09_08_1.mp4,Is the drawer pulled out farther the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,94,23,videos/09_08_0.mp4,Is the drawer pulled out less the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,95,23,videos/09_08_1.mp4,Is the drawer pulled out less the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,96,24,videos/09_09_0.mp4,Is the magnitude of the person's arm swing smaller the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,97,24,videos/09_09_1.mp4,Is the magnitude of the person's arm swing smaller the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,98,24,videos/09_09_0.mp4,Is the magnitude of the person's arm swing larger the first time compared to the second time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,99,24,videos/09_09_1.mp4,Is the magnitude of the person's arm swing larger the first time compared to the second time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,100,25,videos/09_10_0.mp4,Is the magnitude of the ball's first bounce smaller the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,101,25,videos/09_10_1.mp4,Is the magnitude of the ball's first bounce smaller the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,102,25,videos/09_10_0.mp4,Is the magnitude of the ball's first bounce larger the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,103,25,videos/09_10_1.mp4,Is the magnitude of the ball's first bounce larger the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,104,26,videos/09_11_0.mp4,Does the ball travel farther the second time compared to the first time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,105,26,videos/09_11_1.mp4,Does the ball travel farther the second time compared to the first time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,106,26,videos/09_11_0.mp4,Does the ball travel farther the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,107,26,videos/09_11_1.mp4,Does the ball travel farther the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,108,27,videos/09_11_0.mp4,Is the first push weaker than the second one?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,109,27,videos/09_11_1.mp4,Is the first push weaker than the second one?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,110,27,videos/09_11_0.mp4,Is the first push stronger than the second one?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,111,27,videos/09_11_1.mp4,Is the first push stronger than the second one?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,112,28,videos/09_11_0.mp4,Is the magnitude of the ball's velocity smaller the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,113,28,videos/09_11_1.mp4,Is the magnitude of the ball's velocity smaller the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,114,28,videos/09_11_0.mp4,Is the magnitude of the ball's velocity larger the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,115,28,videos/09_11_1.mp4,Is the magnitude of the ball's velocity larger the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,116,29,videos/09_12_0.mp4,Does the ball travel farther the second time compared to the first time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,117,29,videos/09_12_1.mp4,Does the ball travel farther the second time compared to the first time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,118,29,videos/09_12_0.mp4,Does the ball travel farther the first time compared to the second time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,119,29,videos/09_12_1.mp4,Does the ball travel farther the first time compared to the second time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,120,30,videos/09_12_0.mp4,Is the first push weaker than the second one?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,121,30,videos/09_12_1.mp4,Is the first push weaker than the second one?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,122,30,videos/09_12_0.mp4,Is the first push stronger than the second one?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,123,30,videos/09_12_1.mp4,Is the first push stronger than the second one?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,124,31,videos/09_13_0.mp4,Does the person squeeze with more force the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,125,31,videos/09_13_1.mp4,Does the person squeeze with more force the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,126,31,videos/09_13_0.mp4,Does the person squeeze with less force the first time compared to the second time?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,127,31,videos/09_13_1.mp4,Does the person squeeze with less force the first time compared to the second time?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,128,32,videos/09_14_0.mp4,Does the cup travel farther the second time compared to the first time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,129,32,videos/09_14_1.mp4,Does the cup travel farther the second time compared to the first time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,130,32,videos/09_14_0.mp4,Does the cup travel farther the first time compared to the second time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,131,32,videos/09_14_1.mp4,Does the cup travel farther the first time compared to the second time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,132,33,videos/09_14_0.mp4,Does the pendulum strike the cup with less force the first time compared to the second time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,133,33,videos/09_14_1.mp4,Does the pendulum strike the cup with less force the first time compared to the second time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,134,33,videos/09_14_0.mp4,Does the pendulum strike the cup with more force the first time compared to the second time?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,135,33,videos/09_14_1.mp4,Does the pendulum strike the cup with more force the first time compared to the second time?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,136,34,videos/14_00_0.mp4,"From the camera's point of view, is the man walking to the right?",yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,137,34,videos/14_00_1.mp4,"From the camera's point of view, is the man walking to the right?",no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,138,34,videos/14_00_0.mp4,"From the camera's point of view, is the man walking to the left?",no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,139,34,videos/14_00_1.mp4,"From the camera's point of view, is the man walking to the left?",yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,140,35,videos/14_01_0.mp4,Is the cup moving towards the sink?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,141,35,videos/14_01_1.mp4,Is the cup moving towards the sink?,no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,142,35,videos/14_01_0.mp4,Is the cup moving away from the sink?,no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,143,35,videos/14_01_1.mp4,Is the cup moving away from the sink?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,144,36,videos/14_02_0.mp4,Is the man getting closer to the camera?,yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,145,36,videos/14_02_1.mp4,Is the man getting closer to the camera?,no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,146,36,videos/14_02_0.mp4,Is the man moving farther from the camera?,no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,147,36,videos/14_02_1.mp4,Is the man moving farther from the camera?,yes,No.,no,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,148,37,videos/14_03_0.mp4,"From the camera's point of view, is the man moving to the right?",yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,149,37,videos/14_03_1.mp4,"From the camera's point of view, is the man moving to the right?",no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,150,37,videos/14_03_0.mp4,"From the camera's point of view, is the man moving to the left?",no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,151,37,videos/14_03_1.mp4,"From the camera's point of view, is the man moving to the left?",yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,152,38,videos/14_04_0.mp4,"From the camera's point of view, does the pen roll to the right?",yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,153,38,videos/14_04_1.mp4,"From the camera's point of view, does the pen roll to the right?",no,Yes,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,154,38,videos/14_04_0.mp4,"From the camera's point of view, does the pen roll to the left?",no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,155,38,videos/14_04_1.mp4,"From the camera's point of view, does the pen roll to the left?",yes,Yes,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,156,39,videos/14_04_0.mp4,Does the pen move away from the person?,yes,No.,no,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,157,39,videos/14_04_1.mp4,Does the pen move away from the person?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,158,39,videos/14_04_0.mp4,Does the pen move towards the person?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,159,39,videos/14_04_1.mp4,Does the pen move towards the person?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,160,40,videos/14_05_0.mp4,"From the camera's point of view, does the pen slide to the right?",yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,161,40,videos/14_05_1.mp4,"From the camera's point of view, does the pen slide to the right?",no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,162,40,videos/14_05_0.mp4,"From the camera's point of view, does the pen slide to the left?",no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,163,40,videos/14_05_1.mp4,"From the camera's point of view, does the pen slide to the left?",yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,164,41,videos/14_05_0.mp4,Does the pen move away from the edge of the table?,yes,No.,no,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,165,41,videos/14_05_1.mp4,Does the pen move away from the edge of the table?,no,No.,no,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,166,41,videos/14_05_0.mp4,Does the pen move towards the edge of the table?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,167,41,videos/14_05_1.mp4,Does the pen move towards the edge of the table?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,168,42,videos/14_06_0.mp4,Does the bottle move up?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,169,42,videos/14_06_1.mp4,Does the bottle move up?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,170,42,videos/14_06_0.mp4,Does the bottle move down?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,171,42,videos/14_06_1.mp4,Does the bottle move down?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,172,43,videos/14_07_0.mp4,Does the phone move closer to the camera?,yes,Yes.,yes,1,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,173,43,videos/14_07_1.mp4,Does the phone move closer to the camera?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
random,32,none,174,43,videos/14_07_0.mp4,Does the phone move away from the camera?,no,Yes.,yes,0,,,,molmo2_8b_motionblindv2_default_random32.json
